clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
14,Jalisco,14090,Tenamaxtlán,Población por sexo: mujeres,3785,43.13207,20.405954,22.516915,77.266576,2.652233,11.799729,8.985115,45.568877,2020-01-01,Jalisco,Jalisco
14,Jalisco,14091,Teocaltiche,Población por sexo: mujeres,17470,41.448451,22.450082,38.134333,75.345547,3.843566,4.222274,6.956099,45.778971,2020-01-01,Jalisco,Jalisco
14,Jalisco,14092,Teocuitatlán de Corona,Población por sexo: mujeres,5119,44.384502,23.771707,-999.0,75.701582,9.499679,27.651229,9.88508,47.06273,2020-01-01,Jalisco,Jalisco
14,Jalisco,14093,Tepatitlán de Morelos,Población por sexo: mujeres,68766,27.923678,17.162355,27.578965,45.329631,2.056657,-999.0,10.007964,39.224814,2020-01-01,Jalisco,Jalisco
14,Jalisco,14094,Tequila,Población por sexo: mujeres,22192,40.407569,15.716666,37.064052,59.402254,9.705967,12.929808,12.723333,49.066462,2020-01-01,Jalisco,Jalisco
14,Jalisco,14095,Teuchitlán,Población por sexo: mujeres,4930,21.797622,19.152931,12.726893,49.155018,4.673482,-999.0,8.867098,27.440643,2020-01-01,Jalisco,Jalisco
14,Jalisco,14096,Tizapán el Alto,Población por sexo: mujeres,12070,53.347743,24.95318,45.748227,84.669208,8.57705,9.390558,28.465366,55.359035,2020-01-01,Jalisco,Jalisco
14,Jalisco,14097,Tlajomulco de Zúñiga,Población por sexo: mujeres,390560,33.971395,13.484892,29.638851,37.02437,4.865595,-999.0,23.019505,47.970443,2020-01-01,Jalisco,Jalisco
14,Jalisco,14098,San Pedro Tlaquepaque,Población por sexo: mujeres,355837,26.634353,12.183364,29.084704,35.83488,4.548193,1.281004,13.418685,39.36307,2020-01-01,Jalisco,Jalisco
14,Jalisco,14099,Tolimán,Población por sexo: mujeres,5986,46.339628,21.365256,38.454364,66.948534,15.465196,38.152604,18.095526,49.531855,2020-01-01,Jalisco,Jalisco
14,Jalisco,14100,Tomatlán,Población por sexo: mujeres,16816,47.049064,23.940638,18.118268,76.782217,16.128055,31.058175,15.632422,49.621933,2020-01-01,Jalisco,Jalisco
14,Jalisco,14101,Tonalá,Población por sexo: mujeres,298047,36.374947,13.180259,34.487717,45.585659,8.432076,3.616615,18.205057,49.026807,2020-01-01,Jalisco,Jalisco
14,Jalisco,14102,Tonaya,Población por sexo: mujeres,3109,30.19517,20.344029,15.282832,59.146543,-999.0,-999.0,5.822031,35.111479,2020-01-01,Jalisco,Jalisco
14,Jalisco,14103,Tonila,Población por sexo: mujeres,3804,27.949536,17.239498,11.865794,38.897981,7.119476,2.645936,8.619749,40.725859,2020-01-01,Jalisco,Jalisco
14,Jalisco,14104,Totatiche,Población por sexo: mujeres,2064,37.361648,22.889115,12.105799,75.279756,-999.0,-999.0,7.171923,39.836724,2020-01-01,Jalisco,Jalisco
14,Jalisco,14105,Tototlán,Población por sexo: mujeres,10745,41.608118,23.772146,25.591313,67.931899,7.861128,-999.0,11.161227,46.527588,2020-01-01,Jalisco,Jalisco
14,Jalisco,14106,Tuxcacuesco,Población por sexo: mujeres,2741,37.521076,28.475336,-999.0,69.820628,11.03139,27.668161,19.461883,39.278027,2020-01-01,Jalisco,Jalisco
14,Jalisco,14107,Tuxcueca,Población por sexo: mujeres,3453,48.274894,24.230537,31.110441,73.174412,10.259505,3.560652,18.165359,52.935727,2020-01-01,Jalisco,Jalisco
14,Jalisco,14108,Tuxpan,Población por sexo: mujeres,19550,37.336348,15.968931,23.167588,44.955275,12.742216,-999.0,16.346137,46.171878,2020-01-01,Jalisco,Jalisco
14,Jalisco,14109,Unión de San Antonio,Población por sexo: mujeres,10256,34.533114,23.74208,44.124039,71.554887,6.682748,-999.0,9.127858,38.305957,2020-01-01,Jalisco,Jalisco
14,Jalisco,14110,Unión de Tula,Población por sexo: mujeres,6273,37.3961,15.149643,33.017143,67.891327,-999.0,-999.0,15.084089,41.623351,2020-01-01,Jalisco,Jalisco
14,Jalisco,14111,Valle de Guadalupe,Población por sexo: mujeres,3389,25.793938,23.97428,17.697489,50.459277,-999.0,-999.0,-999.0,33.720147,2020-01-01,Jalisco,Jalisco
14,Jalisco,14112,Valle de Juárez,Población por sexo: mujeres,3198,44.930923,29.018722,35.4745,81.923822,-999.0,9.909619,10.200129,46.671724,2020-01-01,Jalisco,Jalisco
14,Jalisco,14113,San Gabriel,Población por sexo: mujeres,7928,38.665108,26.013705,32.502869,59.427135,11.511646,32.145367,14.307449,43.900021,2020-01-01,Jalisco,Jalisco
14,Jalisco,14114,Villa Corona,Población por sexo: mujeres,9780,40.94458,19.198587,22.363146,54.805188,6.221587,-999.0,13.616525,50.079051,2020-01-01,Jalisco,Jalisco
14,Jalisco,14115,Villa Guerrero,Población por sexo: mujeres,2771,50.398365,26.049796,19.620959,79.301375,9.104422,16.053512,14.158305,52.431438,2020-01-01,Jalisco,Jalisco
14,Jalisco,14116,Villa Hidalgo,Población por sexo: mujeres,10236,45.216558,24.617186,64.10659,88.708039,4.649071,-999.0,8.12595,46.264962,2020-01-01,Jalisco,Jalisco
14,Jalisco,14117,Cañadas de Obregón,Población por sexo: mujeres,2217,32.884972,33.070501,17.115028,67.996289,3.061224,6.447124,5.705009,36.969388,2020-01-01,Jalisco,Jalisco
14,Jalisco,14118,Yahualica de González Gallo,Población por sexo: mujeres,9583,39.576899,23.091761,27.345052,74.822993,-999.0,11.694173,8.616757,42.580133,2020-01-01,Jalisco,Jalisco
14,Jalisco,14119,Zacoalco de Torres,Población por sexo: mujeres,13383,49.753997,20.398182,33.668446,67.863166,12.882505,11.018691,16.494754,55.83438,2020-01-01,Jalisco,Jalisco
14,Jalisco,14120,Zapopan,Población por sexo: mujeres,737481,25.85101,10.156507,32.403537,44.538012,5.759443,-999.0,11.127198,34.082801,2020-01-01,Jalisco,Jalisco
14,Jalisco,14121,Zapotiltic,Población por sexo: mujeres,19033,35.359532,17.258383,29.730932,49.621252,8.149244,-999.0,17.252072,43.618647,2020-01-01,Jalisco,Jalisco
14,Jalisco,14122,Zapotitlán de Vadillo,Población por sexo: mujeres,3786,48.557359,17.830087,12.040043,63.988095,21.130952,34.00974,8.089827,54.123106,2020-01-01,Jalisco,Jalisco
14,Jalisco,14123,Zapotlán del Rey,Población por sexo: mujeres,8927,38.279831,23.45856,41.127325,64.912941,8.529694,19.940423,10.847174,42.860786,2020-01-01,Jalisco,Jalisco
14,Jalisco,14124,Zapotlanejo,Población por sexo: mujeres,32394,39.348954,24.859048,58.367364,73.926891,4.91448,6.761624,15.343104,42.30078,2020-01-01,Jalisco,Jalisco
14,Jalisco,14125,San Ignacio Cerro Gordo,Población por sexo: mujeres,8723,39.701477,26.996427,53.850362,77.716244,4.746239,6.499279,8.677553,42.334983,2020-01-01,Jalisco,Jalisco
15,México,15001,Acambay de Ruíz Castañeda,Población por sexo: mujeres,37442,66.593145,20.960063,27.265464,82.660153,9.85923,38.488707,41.660583,68.407698,2020-01-01,Estado de México,Estado de México
15,México,15002,Acolman,Población por sexo: mujeres,105637,53.866088,9.94567,40.840944,64.697821,6.35856,20.035031,24.919033,60.664261,2020-01-01,Estado de México,Estado de México
15,México,15003,Aculco,Población por sexo: mujeres,23478,49.3238,17.357434,14.499592,78.072501,7.391309,23.86158,29.139445,51.571493,2020-01-01,Estado de México,Estado de México
15,México,15004,Almoloya de Alquisiras,Población por sexo: mujeres,7951,57.96342,20.386976,16.522054,76.128927,8.523587,45.173933,30.940227,60.164627,2020-01-01,Estado de México,Estado de México
15,México,15005,Almoloya de Juárez,Población por sexo: mujeres,99162,65.387667,18.451394,42.919915,75.804701,-999.0,-999.0,39.858794,69.659517,2020-01-01,Estado de México,Estado de México
15,México,15006,Almoloya del Río,Población por sexo: mujeres,6819,61.801593,12.646059,26.671511,74.370277,12.010494,-999.0,25.799948,67.277226,2020-01-01,Estado de México,Estado de México
15,México,15007,Amanalco,Población por sexo: mujeres,11705,68.259357,20.577751,24.445166,82.146872,10.001058,29.002009,44.488117,70.846474,2020-01-01,Estado de México,Estado de México
15,México,15008,Amatepec,Población por sexo: mujeres,11990,62.374385,22.358177,12.010587,81.611435,13.687584,59.380621,32.982992,63.229719,2020-01-01,Estado de México,Estado de México
15,México,15009,Amecameca,Población por sexo: mujeres,26263,59.524826,9.577215,32.463366,69.288494,14.868399,6.92332,15.504978,68.694281,2020-01-01,Estado de México,Estado de México
15,México,15010,Apaxco,Población por sexo: mujeres,18147,52.977707,13.22741,43.673454,61.423068,4.829045,4.11385,22.174187,62.889788,2020-01-01,Estado de México,Estado de México
15,México,15011,Atenco,Población por sexo: mujeres,42532,68.439761,10.648571,33.046449,74.826919,11.116359,17.273474,33.072347,74.646018,2020-01-01,Estado de México,Estado de México
15,México,15012,Atizapán,Población por sexo: mujeres,7285,63.305219,12.84562,40.999414,78.788945,12.857285,5.743612,22.740902,67.764219,2020-01-01,Estado de México,Estado de México
15,México,15013,Atizapán de Zaragoza,Población por sexo: mujeres,281451,37.586429,10.410314,29.019719,44.602226,5.489248,-999.0,11.866715,51.325214,2020-01-01,Estado de México,Estado de México
15,México,15014,Atlacomulco,Población por sexo: mujeres,57873,56.621068,16.497351,17.566763,75.779094,-999.0,17.035321,37.140028,60.568809,2020-01-01,Estado de México,Estado de México
15,México,15015,Atlautla,Población por sexo: mujeres,13887,75.750551,15.211154,33.544907,83.496598,17.115879,24.45965,15.62004,79.989014,2020-01-01,Estado de México,Estado de México
15,México,15016,Axapusco,Población por sexo: mujeres,14616,63.062161,12.53933,21.817307,77.523942,7.394262,7.996275,20.213615,69.970728,2020-01-01,Estado de México,Estado de México
15,México,15017,Ayapango,Población por sexo: mujeres,5059,47.122916,8.068427,27.666732,73.602586,15.569222,8.996606,17.129899,51.253072,2020-01-01,Estado de México,Estado de México
15,México,15018,Calimaya,Población por sexo: mujeres,34671,49.926147,10.251453,32.737725,54.544782,5.677314,-999.0,16.759957,62.376761,2020-01-01,Estado de México,Estado de México
15,México,15019,Capulhuac,Población por sexo: mujeres,19623,60.081808,10.239975,32.201634,76.468844,6.31378,-999.0,20.407357,65.594154,2020-01-01,Estado de México,Estado de México
15,México,15020,Coacalco de Berriozábal,Población por sexo: mujeres,165466,28.194095,4.882822,26.417375,36.528509,-999.0,-999.0,16.776847,42.865038,2020-01-01,Estado de México,Estado de México
15,México,15021,Coatepec Harinas,Población por sexo: mujeres,18464,50.475849,21.357089,17.71329,87.378322,11.135772,25.195882,21.258746,51.601812,2020-01-01,Estado de México,Estado de México
15,México,15022,Cocotitlán,Población por sexo: mujeres,8197,49.665169,6.876392,27.923946,58.799887,11.106708,-999.0,17.115296,61.343685,2020-01-01,Estado de México,Estado de México
15,México,15023,Coyotepec,Población por sexo: mujeres,20502,53.818602,14.17472,37.356347,56.690978,7.690514,-999.0,10.337153,68.856894,2020-01-01,Estado de México,Estado de México
15,México,15024,Cuautitlán,Población por sexo: mujeres,100437,34.263652,6.463666,25.949905,40.362676,2.913747,-999.0,19.607429,47.86339,2020-01-01,Estado de México,Estado de México
15,México,15025,Chalco,Población por sexo: mujeres,227180,57.942779,12.029863,44.243137,62.541447,12.612008,-999.0,22.987978,68.110024,2020-01-01,Estado de México,Estado de México
15,México,15026,Chapa de Mota,Población por sexo: mujeres,16048,66.826647,19.292064,19.373743,77.724087,8.20404,31.81356,29.301267,71.233545,2020-01-01,Estado de México,Estado de México
15,México,15027,Chapultepec,Población por sexo: mujeres,7005,42.271128,8.165025,18.090116,48.950341,5.498352,-999.0,20.669825,56.268843,2020-01-01,Estado de México,Estado de México
15,México,15028,Chiautla,Población por sexo: mujeres,15762,59.914244,9.57544,29.366587,73.967892,8.474237,-999.0,23.415021,66.162752,2020-01-01,Estado de México,Estado de México
15,México,15029,Chicoloapan,Población por sexo: mujeres,111816,54.784523,11.381482,33.014129,57.708513,8.556317,-999.0,24.405729,68.147524,2020-01-01,Estado de México,Estado de México
15,México,15030,Chiconcuac,Población por sexo: mujeres,15072,63.709631,8.170416,38.891703,82.528904,7.514881,-999.0,26.042821,68.149611,2020-01-01,Estado de México,Estado de México
15,México,15031,Chimalhuacán,Población por sexo: mujeres,361493,68.665377,13.489904,42.719581,73.128232,13.051029,-999.0,25.959179,76.814523,2020-01-01,Estado de México,Estado de México
15,México,15032,Donato Guerra,Población por sexo: mujeres,14889,78.628601,27.482903,23.274693,91.166829,15.972972,36.693845,35.216357,79.245885,2020-01-01,Estado de México,Estado de México
15,México,15033,Ecatepec de Morelos,Población por sexo: mujeres,938460,43.242766,9.30665,34.296372,49.673817,4.934156,-999.0,20.585272,55.904504,2020-01-01,Estado de México,Estado de México
15,México,15034,Ecatzingo,Población por sexo: mujeres,4756,62.285089,13.534301,23.383516,75.91189,17.479781,29.348669,17.128502,67.460861,2020-01-01,Estado de México,Estado de México
15,México,15035,Huehuetoca,Población por sexo: mujeres,92886,47.429549,12.011247,31.458192,46.558277,-999.0,-999.0,19.929179,63.87484,2020-01-01,Estado de México,Estado de México
15,México,15036,Hueypoxtla,Población por sexo: mujeres,25231,67.875117,15.374158,42.073243,78.914628,6.142463,5.644586,25.868479,73.003603,2020-01-01,Estado de México,Estado de México
15,México,15037,Huixquilucan,Población por sexo: mujeres,151445,50.611797,10.434642,34.052125,61.139033,9.085184,-999.0,10.529312,58.671892,2020-01-01,Estado de México,Estado de México
15,México,15038,Isidro Fabela,Población por sexo: mujeres,5859,37.676635,12.172923,22.145645,71.400802,10.240267,16.443292,32.751736,40.18144,2020-01-01,Estado de México,Estado de México
15,México,15039,Ixtapaluca,Población por sexo: mujeres,296337,53.59846,9.759676,32.44946,56.938019,10.145195,-999.0,24.619385,66.542205,2020-01-01,Estado de México,Estado de México
15,México,15040,Ixtapan de la Sal,Población por sexo: mujeres,19794,50.098484,12.932907,24.371625,66.866964,7.283985,-999.0,20.578654,56.057422,2020-01-01,Estado de México,Estado de México
15,México,15041,Ixtapan del Oro,Población por sexo: mujeres,3479,81.309051,37.941723,3.440794,92.343459,19.311841,46.590205,-999.0,81.768134,2020-01-01,Estado de México,Estado de México
15,México,15042,Ixtlahuaca,Población por sexo: mujeres,83985,76.264132,17.925544,31.766798,74.828328,6.366951,41.266848,32.581476,80.520498,2020-01-01,Estado de México,Estado de México
15,México,15043,Xalatlaco,Población por sexo: mujeres,14276,64.497394,13.173291,36.67401,78.115535,13.174659,-999.0,23.012624,69.954322,2020-01-01,Estado de México,Estado de México
15,México,15044,Jaltenco,Población por sexo: mujeres,16420,52.165702,10.031763,29.166848,58.676867,3.21506,-999.0,16.570518,65.176463,2020-01-01,Estado de México,Estado de México
15,México,15045,Jilotepec,Población por sexo: mujeres,46117,48.936597,14.387114,23.769044,62.727723,4.653058,19.422821,26.731881,57.307604,2020-01-01,Estado de México,Estado de México
15,México,15046,Jilotzingo,Población por sexo: mujeres,9782,45.215843,11.529122,27.397006,63.978071,9.856347,-999.0,-999.0,52.505671,2020-01-01,Estado de México,Estado de México
15,México,15047,Jiquipilco,Población por sexo: mujeres,42357,71.450785,19.238251,32.307426,84.074555,10.274533,31.776264,44.758633,73.643397,2020-01-01,Estado de México,Estado de México
15,México,15048,Jocotitlán,Población por sexo: mujeres,36547,54.241467,12.213801,24.337728,62.151559,6.84032,15.065027,20.238491,62.697887,2020-01-01,Estado de México,Estado de México
15,México,15049,Joquicingo,Población por sexo: mujeres,7787,70.275866,16.364028,16.93406,76.070113,-999.0,27.161103,36.076654,75.530668,2020-01-01,Estado de México,Estado de México
15,México,15050,Juchitepec,Población por sexo: mujeres,12906,70.053883,13.802204,30.452301,82.47343,11.209977,5.392896,10.372963,75.496466,2020-01-01,Estado de México,Estado de México
15,México,15051,Lerma,Población por sexo: mujeres,87766,35.060884,8.359733,20.780125,43.813551,-999.0,-999.0,18.063471,46.574486,2020-01-01,Estado de México,Estado de México
15,México,15052,Malinalco,Población por sexo: mujeres,15201,66.770115,19.392054,31.799009,85.5792,11.526804,43.353502,32.92441,68.681156,2020-01-01,Estado de México,Estado de México
15,México,15053,Melchor Ocampo,Población por sexo: mujeres,32674,52.984327,11.411904,32.032984,57.137743,6.896529,-999.0,19.127084,66.334616,2020-01-01,Estado de México,Estado de México
15,México,15054,Metepec,Población por sexo: mujeres,128885,32.994918,7.244555,25.961188,41.057737,2.661361,-999.0,11.253643,46.5712,2020-01-01,Estado de México,Estado de México
15,México,15055,Mexicaltzingo,Población por sexo: mujeres,7348,54.070325,10.520714,41.172484,73.506374,6.100856,-999.0,14.757066,58.963464,2020-01-01,Estado de México,Estado de México
15,México,15056,Morelos,Población por sexo: mujeres,14263,72.696012,23.886324,23.83144,80.037062,12.574083,29.35457,32.514925,76.547767,2020-01-01,Estado de México,Estado de México
15,México,15057,Naucalpan de Juárez,Población por sexo: mujeres,464907,41.617921,10.657399,33.520431,46.286282,5.462722,-999.0,15.033575,54.377029,2020-01-01,Estado de México,Estado de México
15,México,15058,Nezahualcóyotl,Población por sexo: mujeres,577505,46.199475,9.198205,31.398515,53.913868,6.028625,-999.0,17.209774,59.16864,2020-01-01,Estado de México,Estado de México
15,México,15059,Nextlalpan,Población por sexo: mujeres,32187,53.965044,10.335226,30.512564,60.244522,9.16505,-999.0,20.778433,64.781061,2020-01-01,Estado de México,Estado de México
15,México,15060,Nicolás Romero,Población por sexo: mujeres,242895,50.621887,10.772574,30.331496,48.556327,4.914211,18.745829,20.837009,63.539596,2020-01-01,Estado de México,Estado de México
15,México,15061,Nopaltepec,Población por sexo: mujeres,5531,60.603454,13.139772,20.101893,79.290476,-999.0,4.111018,9.920985,65.958124,2020-01-01,Estado de México,Estado de México
15,México,15062,Ocoyoacac,Población por sexo: mujeres,40337,49.070963,9.427065,38.658825,59.212721,4.576003,-999.0,22.122846,57.468812,2020-01-01,Estado de México,Estado de México
15,México,15063,Ocuilan,Población por sexo: mujeres,18781,65.142569,18.66997,27.94875,82.469102,7.924976,31.637254,25.010979,67.692794,2020-01-01,Estado de México,Estado de México
15,México,15064,El Oro,Población por sexo: mujeres,18940,61.246919,14.594308,23.446436,76.724659,7.438502,23.570484,38.327084,64.747763,2020-01-01,Estado de México,Estado de México
15,México,15065,Otumba,Población por sexo: mujeres,19502,62.691687,12.416432,28.521166,81.873543,8.853169,10.536051,23.857487,66.412726,2020-01-01,Estado de México,Estado de México
15,México,15066,Otzoloapan,Población por sexo: mujeres,2667,65.806438,28.931077,-999.0,85.224928,9.120924,33.594717,-999.0,67.090384,2020-01-01,Estado de México,Estado de México
15,México,15067,Otzolotepec,Población por sexo: mujeres,45903,61.169335,15.83745,31.756481,64.363925,8.38758,24.53913,21.033811,70.459642,2020-01-01,Estado de México,Estado de México
15,México,15068,Ozumba,Población por sexo: mujeres,15553,65.900205,16.161856,35.030529,80.945319,13.152034,-999.0,24.215099,70.241187,2020-01-01,Estado de México,Estado de México
15,México,15069,Papalotla,Población por sexo: mujeres,2694,47.623808,11.11572,25.466611,67.897138,7.00954,-999.0,11.198673,55.563252,2020-01-01,Estado de México,Estado de México
15,México,15070,La Paz,Población por sexo: mujeres,167503,62.556392,13.431282,39.075422,65.029079,17.023432,-999.0,27.926008,71.148716,2020-01-01,Estado de México,Estado de México
15,México,15071,Polotitlán,Población por sexo: mujeres,7734,46.904701,14.146763,34.276922,68.42416,4.42692,-999.0,9.761022,53.290274,2020-01-01,Estado de México,Estado de México
15,México,15072,Rayón,Población por sexo: mujeres,8088,47.870478,11.931911,10.087454,44.233203,4.710666,-999.0,18.038125,67.007221,2020-01-01,Estado de México,Estado de México
15,México,15073,San Antonio la Isla,Población por sexo: mujeres,17163,44.234021,7.717495,23.055765,48.702566,4.586896,-999.0,19.590067,58.525746,2020-01-01,Estado de México,Estado de México
15,México,15074,San Felipe del Progreso,Población por sexo: mujeres,74313,76.100687,24.879709,26.128122,89.022129,10.759609,49.136363,46.637416,77.176919,2020-01-01,Estado de México,Estado de México
15,México,15075,San Martín de las Pirámides,Población por sexo: mujeres,15029,48.567997,11.093008,32.58913,74.880986,4.943046,-999.0,16.118698,53.163788,2020-01-01,Estado de México,Estado de México
